network,step,opening,n_moves,mean_lc0_prob,var_lc0_prob,mean_human_prob,var_human_prob,nll
192x16_20260522_lr1e-9,150,Petrov's Defense: Italian Variation,20,0.336144,0.160448,0.314097,0.012347,8.731231
192x16_20260522_lr1e-9,150,Philidor Defense,51,0.263793,0.10325,0.3688,0.063277,7.925344
192x16_20260522_lr1e-9,150,Philidor Defense: Exchange Variation,20,0.356385,0.074096,0.372259,0.040539,5.229613
192x16_20260522_lr1e-9,150,Queen's Gambit Accepted,33,0.275342,0.114873,0.340622,0.036558,8.456418
192x16_20260522_lr1e-9,150,Queen's Gambit Accepted: Old Variation,34,0.343682,0.109528,0.377624,0.054529,5.207174
192x16_20260522_lr1e-9,150,Queen's Gambit Declined,38,0.308574,0.071233,0.336386,0.029532,4.800713
192x16_20260522_lr1e-9,150,Queen's Gambit Declined: Harrwitz Attack,34,0.411645,0.037555,0.334187,0.015322,1.480249
192x16_20260522_lr1e-9,150,Queen's Gambit Declined: Modern Variation,19,0.384697,0.054002,0.329033,0.019593,1.999149
192x16_20260522_lr1e-9,150,Queen's Gambit Declined: Ragozin Defense,39,0.399279,0.031665,0.329671,0.017334,1.428408
192x16_20260522_lr1e-9,150,Queen's Gambit Declined: Three Knights Variation,34,0.390456,0.039647,0.359526,0.014769,1.541566
192x16_20260522_lr1e-9,150,"Queen's Gambit Declined: Three Knights, Vienna Variation",9,0.034568,0.002399,0.303791,0.005946,13.036275
192x16_20260522_lr1e-9,150,"Queen's Gambit Declined: Vienna Variation, Quiet Variation",14,0.275326,0.073037,0.263161,0.008344,5.001908
192x16_20260522_lr1e-9,150,Queen's Pawn Game: Accelerated London System,98,0.307572,0.072588,0.320097,0.018738,4.389293
192x16_20260522_lr1e-9,150,Queen's Pawn Game: London System,35,0.291534,0.043348,0.323223,0.028665,2.037816
192x16_20260522_lr1e-9,150,"Ruy Lopez: Berlin Defense, Improved Steinitz Defense",10,0.323023,0.063958,0.373112,0.028875,6.124346
192x16_20260522_lr1e-9,150,Ruy Lopez: Exchange Variation,9,0.445843,0.103003,0.467343,0.036089,4.61658
192x16_20260522_lr1e-9,150,"Ruy Lopez: Exchange Variation, Lutikov Variation",10,0.414788,0.104082,0.401795,0.027337,4.366949
192x16_20260522_lr1e-9,150,"Ruy Lopez: Exchange Variation, Normal Variation",9,0.518306,0.080397,0.473418,0.034082,2.617332
192x16_20260522_lr1e-9,150,Ruy Lopez: Morphy Defense,9,0.374964,0.047735,0.497945,0.022661,2.946929
192x16_20260522_lr1e-9,150,"Ruy Lopez: Morphy Defense, Anderssen Variation",9,0.325581,0.060382,0.453968,0.026772,4.903568
192x16_20260522_lr1e-9,150,"Ruy Lopez: Morphy Defense, Caro Variation",10,0.353023,0.093121,0.460445,0.07087,4.523072
192x16_20260522_lr1e-9,150,Ruy Lopez: Steinitz Defense,17,0.300331,0.076015,0.371974,0.05218,6.131671
192x16_20260522_lr1e-9,150,Semi-Slav Defense,14,0.227333,0.036818,0.367238,0.0222,5.076906
192x16_20260522_lr1e-9,150,Semi-Slav Defense: Accelerated Move Order,17,0.309643,0.07872,0.33232,0.02061,5.219124
192x16_20260522_lr1e-9,150,Semi-Slav Defense: Main Line,17,0.339983,0.05318,0.323265,0.020431,4.096888
192x16_20260522_lr1e-9,150,Sicilian Defense,10,0.245903,0.054525,0.479263,0.074454,6.366226
192x16_20260522_lr1e-9,150,Sicilian Defense: Chekhover Variation,13,0.270246,0.044517,0.409734,0.052242,3.994753
192x16_20260522_lr1e-9,150,Sicilian Defense: Closed,66,0.340526,0.106234,0.361892,0.055075,5.744061
192x16_20260522_lr1e-9,150,"Sicilian Defense: Closed, Traditional",34,0.354751,0.123361,0.3396,0.063751,6.555169
192x16_20260522_lr1e-9,150,Sicilian Defense: Franco-Sicilian Variation,20,0.307273,0.139237,0.384879,0.075675,8.735004
192x16_20260522_lr1e-9,150,Sicilian Defense: Grand Prix Attack,35,0.373621,0.088048,0.377194,0.063665,4.889409
192x16_20260522_lr1e-9,150,Sicilian Defense: Löwenthal Variation,10,0.392198,0.125804,0.501852,0.056042,6.109729
192x16_20260522_lr1e-9,150,Sicilian Defense: Modern Variations,35,0.291883,0.072641,0.311342,0.025573,6.05098
192x16_20260522_lr1e-9,150,"Sicilian Defense: Modern Variations, Anti-Qxd4 Move Order",17,0.361668,0.14871,0.38408,0.073125,7.966757
192x16_20260522_lr1e-9,150,"Sicilian Defense: Modern Variations, Anti-Qxd4 Move Order Accepted",10,0.371224,0.12063,0.391511,0.061378,6.103367
192x16_20260522_lr1e-9,150,"Sicilian Defense: Modern Variations, Main Line",10,0.318835,0.091565,0.567433,0.085864,6.197058
192x16_20260522_lr1e-9,150,Sicilian Defense: Old Sicilian,35,0.358536,0.095341,0.32401,0.04858,5.418721
192x16_20260522_lr1e-9,150,Sicilian Defense: Open,17,0.41894,0.130185,0.45994,0.088346,5.874246
192x16_20260522_lr1e-9,150,Sicilian Defense: Taimanov Variation,9,0.449586,0.122662,0.45596,0.071935,4.625466
192x16_20260522_lr1e-9,160,Bishop's Opening,35,0.299949,0.134369,0.352661,0.054265,8.901183
192x16_20260522_lr1e-9,160,Bishop's Opening: Berlin Defense,28,0.322025,0.091114,0.308934,0.012975,7.101908
